negation,Condition,Language,Message
True,closer/close,English,not ice blue
False,closer/close,English,greyist
False,closer/close,English,blue tint or green tint?
False,closer/close,English,green tint
False,further/split,English,pink
False,further/split,English,more orangish brown
False,closer/close,English,ice blue
False,closer/close,English,"between the blues, I see teal, and then dull blue, then grey"
True,closer/close,English,"not grey, closer to baby blue/ lighter one"
False,further/split,English,pink
False,further/split,English,greyish purple
False,equal/far,English,bright neon green
True,closer/close,English,"greyist grey, not the green tinted ones"
False,closer/close,English,"with the reddish hue, right?"
False,closer/close,English,yes
False,closer/close,English,"bright purple, with a hint of bright blue"
False,equal/far,English,bright bluest blue
False,further/split,English,faded blue
False,closer/close,English,faded purple with a hint of red
False,further/split,English,faded denim blue
False,equal/far,English,yellow
False,closer/close,English,ice light pale blue
False,further/split,English,faded pink with a hint of red
False,further/split,English,"between the 2 pink hues, the duller one?"
False,further/split,English,more desaturated?
True,closer/close,English,"bright blue, not the purplish ones"
True,closer/close,English,"grey, not the green tinted ones"
False,further/split,English,pink
False,equal/far,English,darker blue
False,further/split,English,blueish grey
True,closer/close,English,"purple with a hint of blue, not the one that is the bluest"
False,further/split,English,sea foam green/more yellowish one
False,further/split,English,the bolder of the 2 greens?
False,further/split,English,the lighter one
False,further/split,English,more pale
False,equal/far,English,red
False,equal/far,English,green
True,closer/close,English,"straight purple, not the pinkish or blueish one"
False,equal/far,English,yellow/gold
False,closer/close,English,"pea green, the middle of the three shades"
True,closer/close,English,not lime? not grass?
True,closer/close,English,not neon or the darker leafy one
False,closer/close,English,brown
False,closer/close,English,orangish reddish
False,equal/far,English,tan
False,equal/far,English,blue
True,further/split,English,"aqua, not green or blue"
False,further/split,English,"i see a grey green, a pea green, and violet blue"
False,further/split,English,grey green
False,further/split,English,brighter of the two seemingly identical blues
False,equal/far,English,bright lime green
False,closer/close,English,"only blue that looks different, faded"
True,closer/close,English,"hot pink, not coral/salmon or neon"
False,equal/far,English,bright green
False,closer/close,English,pea green
False,closer/close,English,"I see dark green, light, and teal green"
False,closer/close,English,dark green
False,equal/far,English,blue
False,equal/far,English,light blue
False,closer/close,English,leafy green
True,further/split,English,"grey, not the purplish one"
False,equal/far,English,purple
False,further/split,English,purple again
False,further/split,English,yellowish brownish grey
False,further/split,English,periwinkle purplish blue
False,equal/far,English,blue
False,further/split,English,darker of the pinks
False,further/split,English,more red?
False,further/split,English,yes
False,equal/far,English,light blue
False,equal/far,English,dull purple
False,equal/far,English,dull green
True,further/split,English,dull olive green not brownish
False,closer/close,English,lighter brown/green
False,further/split,English,brown
False,closer/close,English,purplish dull
False,equal/far,English,brown
False,closer/close,English,brownish
False,equal/far,English,pink
False,equal/far,English,purple
True,closer/close,English,green not neon
False,further/split,English,brownish
True,closer/close,English,not neon darker green
False,equal/far,English,orange
True,closer/close,English,gray not purplish
False,equal/far,English,dull purple
True,further/split,English,green not brownish
False,closer/close,English,dull blush
True,closer/close,English,not pink
False,closer/close,English,brownish
False,equal/far,English,yellow
False,equal/far,English,green
False,closer/close,English,dark purple
False,equal/far,English,yellow
False,equal/far,English,green
False,equal/far,English,dark
True,closer/close,English,dark green not gray not olive
False,further/split,English,dull yellow
True,further/split,English,bright purple not blue
False,further/split,English,neon green
True,closer/close,English,greenish gray not brownish not blueish
True,further/split,English,green not gray
True,closer/close,English,brownish blush not dull pink
False,equal/far,English,blue
False,further/split,English,purple
False,closer/close,English,bright purple neon
True,further/split,English,gray not blue
False,further/split,English,pink
False,further/split,English,green
False,equal/far,English,yellow
False,equal/far,English,pink
False,equal/far,English,orange
False,equal/far,English,brown
False,further/split,English,dull darker pink
False,closer/close,English,dull purple
False,closer/close,English,neon
True,further/split,English,blue not purple
