specificity,Condition,Language,Message
0,equal/far,English,green
1,equal/far,English,"gold, it happens :)"
0,closer/close,English,yellowish green
0,equal/far,English,green
0,further/split,English,green
0,closer/close,English,brightest blue
0,equal/far,English,blue
0,further/split,English,purple
0,closer/close,English,the darkest duller one
0,equal/far,English,purple
0,further/split,English,gray
0,further/split,English,dull green
0,equal/far,English,green
0,closer/close,English,lightest green brightest green
0,closer/close,English,"dull pink, not the reddish one"
0,further/split,English,dull green
0,further/split,English,the lighter blue
0,closer/close,English,dull green
0,equal/far,English,pink
0,further/split,English,purple
1,equal/far,English,gold
0,equal/far,English,green
0,closer/close,English,"bright green, not the yellowish one"
0,closer/close,English,red
0,further/split,English,purplish blue
0,closer/close,English,green
0,equal/far,English,blue
0,equal/far,English,"gray, not the purplish gray"
0,equal/far,English,green
0,further/split,English,blue
0,closer/close,English,gray
0,further/split,English,blue bright
0,further/split,English,dull green
0,further/split,English,bright green
0,further/split,English,bright green
0,closer/close,English,purple
0,further/split,English,bright blue
0,equal/far,English,"green, I think a couple"
0,closer/close,English,Bright blue
0,closer/close,English,"oh yeah! Good job, yellow"
0,closer/close,English,brown
0,further/split,English,pinkish purpp
0,further/split,English,brighter purple
0,further/split,English,red
0,further/split,English,blue
0,closer/close,English,blue
0,equal/far,English,yellow
0,closer/close,English,gray
0,equal/far,English,red
0,equal/far,English,pink red
0,equal/far,English,gray
0,further/split,English,pea green
0,closer/close,English,"the dullest of the greens. not lime, not bright grass"
0,equal/far,English,gray
0,equal/far,English,"ew, michigan colors."
0,closer/close,English,"purple , not bright , not red"
0,equal/far,English,blue
0,further/split,English,grayish blue
0,further/split,English,the orange looking red
0,closer/close,English,red purple
0,further/split,English,gray
0,further/split,English,grayish
0,closer/close,English,its the most gray
0,equal/far,English,blue
0,closer/close,English,its the darker blue
0,closer/close,English,light blue
0,further/split,English,sky blue
0,closer/close,English,lets try the darkest purple
1,equal/far,English,golden
0,equal/far,English,gray
0,closer/close,English,color
0,equal/far,English,pink
0,further/split,English,"gray, not blu gray"
0,further/split,English,gray
0,equal/far,English,gray.
0,closer/close,English,"dull green, not puke. warmer"
0,further/split,English,gray
0,equal/far,English,gray
0,closer/close,English,"dull green, more defined green than other"
0,closer/close,English,dullest color
0,equal/far,English,red
0,closer/close,English,blue normal
0,further/split,English,yellow green
0,closer/close,English,grey purple
0,closer/close,English,brown orange. not orange orange or yellow orange
0,further/split,English,green
0,further/split,English,red
0,further/split,English,green
0,equal/far,English,orange
0,further/split,English,purple. not pink purple
0,equal/far,English,green
0,closer/close,English,not the darkest or lightest purple
0,closer/close,English,not the bluest purple. and not the lightest
0,closer/close,English,the more purple one
1,closer/close,English,gold.
0,closer/close,English,not yellow green or green
0,equal/far,English,brown
0,closer/close,English,red. not either pink
0,equal/far,English,pink
0,further/split,English,grey'
0,further/split,English,green
0,closer/close,English,orange. not red orange or brown orange
0,further/split,English,light blue
0,closer/close,English,purple
0,closer/close,English,not pink or grey
0,closer/close,English,not red and not pink
0,equal/far,English,brown
0,equal/far,English,red
0,further/split,English,light blue
0,equal/far,English,blue
0,closer/close,English,sage green. not lime green or yellow green
0,equal/far,English,red
0,further/split,English,sage green
0,further/split,English,not the brightest green
0,equal/far,English,pink
0,equal/far,English,grey
0,equal/far,English,blue
0,closer/close,English,"not lime green, but the more yellow of the two remaining greens"
0,equal/far,English,pink
0,closer/close,English,bluest blue
1,closer/close,English,pink. not red pink or mauve
0,further/split,English,not green or pink. red pink
0,further/split,English,not brown or lime green
0,closer/close,English,brown
0,equal/far,English,green
0,equal/far,English,sage green
0,equal/far,English,sage green
0,closer/close,English,not brown grey or dark grey.
0,further/split,English,blue
0,closer/close,English,grey. not purple grey
0,further/split,English,blue
0,closer/close,English,green green. not yellow green or sage green
0,closer/close,English,pink
0,equal/far,English,seafoam green
0,equal/far,English,light blue
0,further/split,English,purple; not pink
0,equal/far,English,green
0,closer/close,English,not the most green; not the grayest green
0,closer/close,English,not the grayest blue*
0,further/split,English,browner gray
0,further/split,English,darker green
0,further/split,English,green
0,equal/far,English,yellow
0,closer/close,English,gray
0,closer/close,English,grayest blue
0,further/split,English,brown; not yellow
0,equal/far,English,green
0,further/split,English,pink
0,closer/close,English,darker gray
0,closer/close,English,bright green
0,equal/far,English,gray
0,further/split,English,bright green
0,closer/close,English,the more khaki green; not the yellowest
0,equal/far,English,not bright blue; not seafoam blue
0,closer/close,English,bluest green
0,further/split,English,gray
0,further/split,English,bright blue
0,closer/close,English,yellow
0,further/split,English,the darker blue; looks less green
0,closer/close,English,not the brightest purple; not the grayest/brownest purple
0,equal/far,English,red
0,equal/far,English,gray
0,further/split,English,dull green
0,closer/close,English,"looks to be the middle hue; not purple, not yellower"
0,equal/far,English,brown
1,closer/close,English,aqua
0,closer/close,English,deepest purple; darkest
0,equal/far,English,blue
0,further/split,English,bright green
0,closer/close,English,dullest purple
0,further/split,English,blue
0,equal/far,English,orange
0,further/split,English,pink
0,equal/far,English,blue
0,closer/close,English,bluest gray
0,closer/close,English,deeper purple
0,equal/far,English,green
0,further/split,English,less orange brown
0,equal/far,English,pink
0,closer/close,English,green
0,further/split,English,green
0,further/split,English,yellow
0,equal/far,English,gray
0,equal/far,English,pink
0,closer/close,English,greenest color
0,closer/close,English,not grayest; not bluest
0,equal/far,English,green
0,closer/close,English,grey with a white tint
0,further/split,English,grey with a white tint
0,equal/far,English,blue
0,further/split,English,pink
0,further/split,English,pinkish purpple
0,equal/far,English,blue
0,further/split,English,pink
0,closer/close,English,grey with a white tint
0,closer/close,English,green
0,equal/far,English,green
0,closer/close,English,bright green
0,equal/far,English,light blue
0,closer/close,English,grey with a whitre tint
0,equal/far,English,orange
0,closer/close,English,light blue
0,further/split,English,grey
0,equal/far,English,pink
0,equal/far,English,green
0,closer/close,English,purple
0,closer/close,English,pastel
0,closer/close,English,greyish
0,equal/far,English,dark blue
0,closer/close,English,brownish
0,closer/close,English,pink
0,closer/close,English,grey green
0,further/split,English,purple
0,further/split,English,pink
0,further/split,English,purple
0,further/split,English,dark orange
0,equal/far,English,grey with a redish tint
1,equal/far,English,tan
0,equal/far,English,light blue
0,closer/close,English,light green
0,equal/far,English,grey grey
0,closer/close,English,blueish
0,further/split,English,brownish
0,equal/far,English,light blue
0,equal/far,English,pink
0,closer/close,English,grey with a white tint
0,further/split,English,greyish green
0,closer/close,English,greenish grey
0,closer/close,English,grey
0,further/split,English,red
0,further/split,English,dull blue
0,equal/far,English,yellow
0,further/split,English,grey
0,equal/far,English,red
0,further/split,English,not green and not blue
0,further/split,English,purple
