tokens,Condition,Language,Message
3,closer/close,English,bright blue purple
1,equal/far,English,red
1,further/split,English,blue
2,further/split,English,red orange
2,further/split,English,dark green\
2,closer/close,English,dark green
1,further/split,English,pink
2,further/split,English,green brown
3,closer/close,English,bright purple pink
2,further/split,English,brown grey
2,closer/close,English,dark purple
2,further/split,English,light pinl
1,equal/far,English,green
1,further/split,English,marroon
3,closer/close,English,dark purple grey
1,equal/far,English,blue
1,equal/far,English,blue
1,equal/far,English,brown
9,equal/far,English,hi  male warning  I don't know lipstick colors 
6,further/split,English,brighter but not lighter green one
2,further/split,English,more olive
1,further/split,English,Yeah
3,further/split,English,we rock yellow
1,equal/far,English,blue
2,equal/far,English,so far 
10,further/split,English,the one between blue and purple Not really bright one
3,further/split,English,dark blue then
8,further/split,English,It's the sort of faded blue one
10,further/split,English,i see sky blue and duke blue devil darker blue
2,further/split,English,sky then
2,closer/close,English,brightest one
2,closer/close,English,hot pink
1,closer/close,English,yeah
1,closer/close,English,crap
2,closer/close,English,Neonish green
2,closer/close,English,Brightest one
8,closer/close,English,not gray The lighter of the two remaining
5,closer/close,English,i see 2 sorta gray
2,closer/close,English,a rougeish
7,closer/close,English,it has maybe a dash of red
1,closer/close,English,purple
3,closer/close,English,gray not grayblue
1,closer/close,English,ugh
3,closer/close,English,super bright green
8,closer/close,English,not the purple onethe pink that is hottest 
2,further/split,English,brighter green
1,equal/far,English,yellow
1,further/split,English,gray
4,further/split,English,darker of the greens
4,further/split,English,less classic crayon green
1,further/split,English,yes
1,equal/far,English,gray
1,equal/far,English,green
1,closer/close,English,gray/green
10,closer/close,English,I see green gray and something else   like blue gray
1,closer/close,English,green
1,equal/far,English,blue
2,closer/close,English,darker green
5,closer/close,English,not olive but real green
1,closer/close,English,yep
1,closer/close,English,brownish
4,further/split,English,you're doing great
14,further/split,English,No WE'RE doing great The brighter blue Not the one that seems faded
1,further/split,English,gray
2,further/split,English,go team
8,further/split,English,the pink one but not the hot pink
1,further/split,English,blue
3,closer/close,English,olive greenish one
7,further/split,English,not blue the darker of the browns
1,equal/far,English,blue
4,further/split,English,really close to yellow
1,equal/far,English,green
3,closer/close,English,sort of graypurple
2,closer/close,English,neither blue
1,equal/far,English,purple
6,closer/close,English,brightest green Sort of neon bright
9,closer/close,English,so not the kinda water one from a pool
1,closer/close,English,right
10,further/split,English, Okay not green The purple that's a little duller
4,further/split,English,A little more faded
6,further/split,English,not red the slightly darker one
2,further/split,English,more green
8,further/split,English,Yeah It's on its way to brown
6,further/split,English,the darker of the two greens
3,further/split,English,sky or water
16,further/split,English,It's raining where I am so I don't know about sky  The purer blue
7,further/split,English,The other has a dash of green
1,equal/far,English,orange
1,further/split,English,purple
4,closer/close,English,not gray not brown
7,equal/far,English,green but not the super bright one
1,equal/far,English,brown
6,further/split,English,somewhere between brown and dark orange
1,equal/far,English,yellow
1,equal/far,English,purple
1,equal/far,English,green
2,equal/far,English,not olive
1,equal/far,English,correct
1,equal/far,English,green
3,equal/far,English,neon or not
1,equal/far,English,neon
2,equal/far,English,lighter blue
3,equal/far,English,not bad  thanks
2,further/split,English,sea green
1,closer/close,English,taupe/beige
2,further/split,English,peach pink
2,closer/close,English,olive green
1,closer/close,English,lavender
1,equal/far,English,red
3,equal/far,English,keep it up
2,further/split,English,mint green
2,closer/close,English,great job 
2,closer/close,English,pinkish purple
5,closer/close,English,not the bright purple one
1,equal/far,English,mustardyell
1,equal/far,English,thanks
1,equal/far,English,pink
1,equal/far,English,red
2,closer/close,English,mint green
1,equal/far,English,yellow
2,closer/close,English,pure grey
2,closer/close,English,grey brown
1,equal/far,English,orange
3,closer/close,English,the bluest one
1,equal/far,English,orange
1,further/split,English,purple
2,further/split,English,mint green
1,further/split,English,brightest
3,further/split,English,not olive green
2,further/split,English,grey lilac
1,closer/close,English,oops
4,closer/close,English,purple not pinkish one
10,closer/close,English,no worries should have been more precise on that one
2,closer/close,English,dull purple
1,equal/far,English,grey
1,equal/far,English,red
1,further/split,English,mustard
2,further/split,English,olive green
2,further/split,English,army green
2,further/split,English,burnt orange
4,further/split,English,not the pinkish one
1,further/split,English,dull
3,further/split,English,the bright one
1,closer/close,English,awesome
1,closer/close,English,grey
1,equal/far,English,yell
1,equal/far,English,blu
1,equal/far,English,THANKS
1,equal/far,English,pink
1,further/split,English,grey
1,closer/close,English,blue
1,closer/close,English,lavender
2,closer/close,English,purplest one
1,closer/close,English,yell
1,further/split,English,orange
1,equal/far,English,mauve
1,further/split,English,blu
1,further/split,English,green
2,further/split,English,mint green
1,closer/close,English,mint
4,closer/close,English,blazing fast great purple
1,closer/close,English,bright
3,equal/far,English,i jinxed us
4,equal/far,English,sry should have waited
1,equal/far,English,purple
1,equal/far,English,grey
1,equal/far,English,magenta
1,further/split,English,brown/taupe
1,equal/far,English,sorry
1,equal/far,English,green
5,equal/far,English,should have asked for clarification
6,closer/close,English,shouldve been more precise sorrybrightest green
1,further/split,English,mustard
1,further/split,English,mint
1,equal/far,English,purp
4,equal/far,English,yo've been great
1,closer/close,English,Hey
2,closer/close,English,Darkest blue
6,closer/close,English,Not the brightest nor the darkest
1,equal/far,English,Tannish
1,equal/far,English,Red
2,further/split,English,Bright pink
1,equal/far,English,Red
1,closer/close,English,Pink
2,closer/close,English,Brightest pink
3,equal/far,English,that was tough
2,equal/far,English,Olive green
3,further/split,English,The dullest one
2,further/split,English,Truest blue
2,closer/close,English,Darkest green
2,further/split,English,Bfight green
1,further/split,English,R
1,further/split,English,Red
2,closer/close,English,Bright pink
2,further/split,English,Pale blue
1,closer/close,English,Grey
2,equal/far,English,Bright green
2,further/split,English,Sky blue
1,equal/far,English,Tan
2,further/split,English,Dullest one
5,closer/close,English,Brightest green looks like puke
1,closer/close,English,darn
2,closer/close,English,Blah sorry
9,closer/close,English,I think that was the first one we missed
2,closer/close,English,Brightest green
1,equal/far,English,Green
2,further/split,English,Olive green
2,equal/far,English,Burnt sidnna
5,equal/far,English,dang sorry my mouse slipped
2,closer/close,English,Bright grey
7,closer/close,English,Looks like it has green in it
5,further/split,English,Another toughie The dullest one
1,closer/close,English,Greu
1,closer/close,English,Grey
3,closer/close,English,Pale purplish pink
1,equal/far,English,Teal
2,further/split,English,Dullest one
2,equal/far,English,Bright green
2,equal/far,English,Burnt orange
2,equal/far,English,Dark blue
4,further/split,English,Not the brightest green
2,further/split,English,Bright pink
2,closer/close,English,Dullezt one
