Value,Condition,Language,Message
0,equal/far,English,dark purple
0,equal/far,English,"dark, meaning bright?"
1,equal/far,English,dark meaning not the lighter one
0,equal/far,English,the deepest purple
0,equal/far,English,not pinkish or brownish
0,further/split,English,mostly greenish
0,further/split,English,bright green
0,equal/far,English,purple
0,equal/far,English,pink
0,closer/close,English,flamingo pink
0,closer/close,English,most grey
0,further/split,English,skin color
0,further/split,English,"purple most purple, not grey one"
0,further/split,English,purplish pink
0,closer/close,English,purple like a voilet
0,equal/far,English,mostly green dull color
0,closer/close,English,"dark pink, not greyish or lightest"
0,closer/close,English,dark purple
0,equal/far,English,"pinkish, not purple or yellow"
0,closer/close,English,purple
0,further/split,English,dark pink not bright or greyish
0,further/split,English,"dullest green, not bright not grey :)"
0,closer/close,English,mostly yellow
1,further/split,English,more brownish pink
1,closer/close,English,"deeper purple, not lighter one or greyish"
1,equal/far,English,lighter blue
1,further/split,English,more flores. green
0,equal/far,English,baby blue
1,further/split,English,oh boy ...the bluer blue...not greyish
0,equal/far,English,greenish yellow
0,further/split,English,green
0,further/split,English,greyish
0,equal/far,English,pinky purple
0,equal/far,English,blue
0,further/split,English,greyish pink
1,closer/close,English,not the brightest pink and not the more grey pink
0,equal/far,English,that was great!  greyish
0,equal/far,English,lol going color blind!
0,equal/far,English,our monitor setting might be diff. but this is red so ... :)
0,equal/far,English,pinky
0,equal/far,English,blueish grey
0,equal/far,English,nice working with you!
0,equal/far,English,light purple
1,further/split,English,slightly darker turqoise
0,equal/far,English,lime green
0,further/split,English,true green
0,closer/close,English,dark blue
1,further/split,English,cauliflower blue
1,equal/far,English,"cauliflower blue, not greenish"
1,closer/close,English,"the darker purple looking one, not like the other 2 bright pinks"
1,closer/close,English,the darker of the 3 - this one is hard
0,further/split,English,dark blue.  not the green one and not the light blue one
0,further/split,English,olive.  not green and not purple
1,equal/far,English,cauliflower.  not green and not orange
0,equal/far,English,light blue
1,closer/close,English,dark green.  not the bright lime one.  and the darker of the other 2
1,equal/far,English,darker of the blues
1,further/split,English,darker of the pinks
1,equal/far,English,cauliflower blue.  not light blue and not green
1,further/split,English,lighter of the oranges
1,further/split,English,cauliflower.  not red and not greyish
0,equal/far,English,pinkish
0,equal/far,English,green
0,equal/far,English,not blue and not yellow
0,closer/close,English,dark green.  not true green and not olive
0,closer/close,English,purple
1,closer/close,English,Youre a better speaker than me!
1,closer/close,English,medium shade of purple.  not the dark one and not the ligher cauliflower one
0,further/split,English,brightest green
0,equal/far,English,not green and not brownish.  cauliflowerish
0,closer/close,English,true green
0,equal/far,English,brightest
0,further/split,English,greyest
0,further/split,English,dull blue.  not bright blue and not red
0,further/split,English,bright pink
1,further/split,English,lighter of the greys.  the one that looks bluer
0,closer/close,English,grey
0,equal/far,English,olive
0,further/split,English,turqooise
1,closer/close,English,cauliflower.  not either of the greens
0,equal/far,English,not blue and not pink
0,closer/close,English,turqoise
1,closer/close,English,brighter
0,further/split,English,pink magenta.  not purple and not the reddish
0,equal/far,English,yellow
0,equal/far,English,bright yellow
1,closer/close,English,cauliflower. not purple and not grey
0,closer/close,English,closer to blue
0,closer/close,English,darkest shade
0,closer/close,English,darkest shade
0,closer/close,English,darkest
0,closer/close,English,grey.  it looks like the other grey.
0,equal/far,English,grey
1,further/split,English,"dark blue, slightly lighter maybe than the other"
0,further/split,English,greyest
0,further/split,English,dark
0,further/split,English,blue
0,closer/close,English,mustard
0,closer/close,English,purple
0,equal/far,English,pink
0,equal/far,English,yellow
0,closer/close,English,greenish
0,closer/close,English,blue
1,closer/close,English,lighter blue or greyish
0,closer/close,English,light
0,further/split,English,maroon
0,equal/far,English,green
0,further/split,English,purple
0,closer/close,English,brown
0,further/split,English,brown
0,equal/far,English,not oragreen
0,equal/far,English,green
0,further/split,English,purple
0,equal/far,English,orange
0,equal/far,English,blue
0,further/split,English,not bright green
0,closer/close,English,purpleyellowish green
0,closer/close,English,Yellow? Yellow green? or bright green?
0,closer/close,English,yellow green
0,further/split,English,purple
0,further/split,English,dark green
0,equal/far,English,purple
0,closer/close,English,blue
0,equal/far,English,purple
0,closer/close,English,purplish red
0,equal/far,English,grey
0,equal/far,English,brown
1,closer/close,English,"lighter gray, not blue"
0,closer/close,English,purplish blue
1,closer/close,English,brighter
0,further/split,English,frue red
0,equal/far,English,purpletr
0,further/split,English,blue
0,closer/close,English,"purple, not pink"
0,further/split,English,mustard
0,further/split,English,"blue, not bright"
1,further/split,English,darker
0,further/split,English,Sky blue or seafoam blue?
0,closer/close,English,purple
0,closer/close,English,bright purple
0,closer/close,English,darkest
0,further/split,English,brown
0,equal/far,English,purple
0,further/split,English,blue green
0,closer/close,English,blue
0,further/split,English,light purple
0,equal/far,English,true blue
0,equal/far,English,green
0,equal/far,English,orange
0,equal/far,English,brown
0,closer/close,English,blue
0,equal/far,English,yellow
0,equal/far,English,gray
0,closer/close,English,grayihs green
0,closer/close,English,hint of brown
0,closer/close,English,hot pink
0,closer/close,English,purple
0,further/split,English,dull green
0,further/split,English,blueish purple
0,closer/close,English,"purple, not the bluesih purple one"
0,closer/close,English,same color as last round
0,closer/close,English,greenish gray
0,equal/far,English,blue
0,equal/far,English,green
0,further/split,English,reddish purple
0,further/split,English,olive green
0,equal/far,English,brown
0,equal/far,English,gray
0,closer/close,English,middle tone purple
0,further/split,English,"greenish blue, light"
0,equal/far,English,red
0,further/split,English,dull red
0,equal/far,English,purple
0,equal/far,English,blue gray
0,closer/close,English,gray
0,further/split,English,faded purple
0,closer/close,English,"pea green, not bright and not blueish"
0,closer/close,English,blueish green
0,further/split,English,dull pink
1,further/split,English,lighter
0,further/split,English,"green, but not darker one"
0,equal/far,English,"gray, not piurple gray"
0,equal/far,English,hot pink
0,further/split,English,"gray, not the blue gray"
0,closer/close,English,"purple, not bluish purple"
0,further/split,English,bright blue
0,equal/far,English,dull red
0,equal/far,English,blue
0,equal/far,English,purple
0,equal/far,English,purple
0,further/split,English,mustard
0,closer/close,English,blueish [purple
0,closer/close,English,purple
1,further/split,English,brighter blue
0,further/split,English,gray
0,equal/far,English,greenish gray
0,equal/far,English,green
0,further/split,English,dull pink
0,further/split,English,purple
0,equal/far,English,yellow
0,closer/close,English,brown
0,closer/close,English,blueish green
0,further/split,English,yellowish green
0,closer/close,English,"olive green, but bluesih green"
0,equal/far,English,beige
0,further/split,English,the most purple
0,equal/far,English,blue
0,closer/close,English,the reddest pink
0,closer/close,English,pale blue
0,further/split,English,lime green
0,equal/far,English,green
0,equal/far,English,blue
0,closer/close,English,"the minty green, almost bluegreen"
0,further/split,English,the greyest one
0,equal/far,English,greyblue
0,further/split,English,the inbetween
0,further/split,English,tan
0,equal/far,English,pink? mauve?
0,closer/close,English,the pale one
1,further/split,English,the pink thats a little bit more purple
1,further/split,English,the paler blue
0,equal/far,English,red
